city,growth,latitude,longitude,population,state
Elk Grove,97.1,38.4087993,-121.3716178,161007,California
San Marcos,60,33.1433723,-117.1661449,89387,California
Wausau,1.7,44.9591352,-89.6301221,39309,Wisconsin
Haltom City,11.4,32.7995738,-97.26918169999999,43580,Texas
Gaithersburg,24.2,39.1434406,-77.2013705,65690,Maryland
Brookhaven,0,33.8651033,-84.3365917,50603,Georgia
Quincy,5.8,42.2528772,-71.0022705,93494,Massachusetts
Paramount,-0.7,33.8894598,-118.1597911,54980,California
Glendora,3.1,34.1361187,-117.865339,51074,California
Chicago,-6.1,41.8781136,-87.6297982,2718782,Illinois
Omaha,5.9,41.2523634,-95.99798829999999,434353,Nebraska
Chicopee,1.7,42.1487043,-72.6078672,55717,Massachusetts
Poway,2.4,32.9628232,-117.0358646,49417,California
Kentwood,10.5,42.8694731,-85.64474919999999,50233,Michigan
Waterbury,2.2,41.5581525,-73.0514965,109676,Connecticut
South Bend,-6.8,41.6763545,-86.25198979999999,100886,Indiana
Auburn,34.9,47.30732279999999,-122.2284532,74860,Washington
Martinez,3.4,38.0193657,-122.1341321,37165,California
Appleton,4.5,44.2619309,-88.41538469999999,73596,Wisconsin
Cleveland,14.1,35.1595182,-84.8766115,42774,Tennessee
Olathe,40.4,38.8813958,-94.81912849999999,131885,Kansas
Dunwoody,0,33.9462125,-84.3346473,47591,Georgia
Muskegon,-7.1,43.2341813,-86.24839209999999,37213,Michigan
Bellflower,6.3,33.8816818,-118.1170117,77593,California
New Rochelle,9.9,40.9114882,-73.7823549,79446,New York
Maricopa,2503.4,33.0581063,-112.0476423,45508,Arizona
Fort Myers,31.2,26.640628,-81.8723084,68190,Florida
Calexico,44,32.6789476,-115.4988834,39389,California
Parma,-5.9,41.4047742,-81.7229086,80429,Ohio
Everett,12.1,42.40843,-71.0536625,42935,Massachusetts
Georgetown,91.9,30.6332618,-97.6779842,54898,Texas
Madison,53.7,34.6992579,-86.74833180000002,45799,Alabama
Boston,9.4,42.3600825,-71.0588801,645966,Massachusetts
Hoffman Estates,5.4,42.0629915,-88.12271989999999,52398,Illinois
Cedar Hill,42.4,32.5884689,-96.9561152,46663,Texas
Diamond Bar,0.1,34.0286226,-117.8103367,56449,California
Kansas City,1.1,39.114053,-94.6274636,148483,Kansas
Muskogee,-0.7,35.7478769,-95.3696909,38863,Oklahoma
Menifee,95,33.6971468,-117.185294,83447,California
Findlay,5.8,41.04422,-83.6499321,41512,Ohio
Santee,5.7,32.8383828,-116.9739167,56105,California
Bloomington,20.1,40.4842027,-88.99368729999999,78902,Illinois
Gainesville,12.8,29.6516344,-82.32482619999999,127488,Florida
Stockton,21.8,37.9577016,-121.2907796,298118,California
Encinitas,5.8,33.0369867,-117.2919818,61588,California
Hallandale Beach,12.4,25.9812024,-80.14837899999999,38632,Florida
Medford,2.7,42.4184296,-71.1061639,57170,Massachusetts
Lauderhill,4.2,26.1403635,-80.2133808,69813,Florida
Hesperia,46.1,34.4263886,-117.3008784,92147,California
Shelton,7.3,41.3164856,-73.0931641,40999,Connecticut
Cleveland,-18.1,41.49932,-81.6943605,390113,Ohio
Fremont,10,37.5482697,-121.9885719,224922,California
Joliet,36.5,41.525031,-88.0817251,147806,Illinois
Mentor,-6.6,41.6661573,-81.339552,46979,Ohio
Flagstaff,29.3,35.1982836,-111.651302,68667,Arizona
Pittsburg,16.6,38.0279762,-121.8846806,66695,California
Sacramento,17.2,38.5815719,-121.4943996,479686,California
Lima,-8.1,40.742551,-84.1052256,38355,Ohio
Plainfield,5.7,40.6337136,-74.4073736,50588,New Jersey
Covina,3.3,34.0900091,-117.8903397,48508,California
Lexington-Fayette,18,38.0405837,-84.5037164,308428,Kentucky
Friendswood,28.6,29.5293998,-95.2010447,37587,Texas
Wyoming,6.5,42.9133602,-85.7053085,74100,Michigan
Evansville,-0.8,37.9715592,-87.5710898,120310,Indiana
Milwaukee,0.3,43.0389025,-87.9064736,599164,Wisconsin
Casa Grande,86,32.8795022,-111.7573521,50111,Arizona
Lakewood,-9.4,41.4819932,-81.7981908,51143,Ohio
Bolingbrook,29.7,41.69864159999999,-88.0683955,73936,Illinois
St. Paul,2.8,44.9537029,-93.0899578,294873,Minnesota
Hollywood,4.8,26.0112014,-80.1494901,146526,Florida
Newark,2.1,40.735657,-74.1723667,278427,New Jersey
Brookfield,-1.9,43.0605671,-88.1064787,37999,Wisconsin
St. Peters,6.5,38.7874699,-90.6298922,54842,Missouri
Apache Junction,15.7,33.4150485,-111.5495777,37130,Arizona
Santa Clarita,15.3,34.3916641,-118.542586,179590,California
Westminster,9.4,39.8366528,-105.0372046,110945,Colorado
Roseville,-1,42.4972583,-82.9371409,47555,Michigan
Auburn,26.4,32.6098566,-85.48078249999999,58582,Alabama
Las Vegas,24.5,36.1699412,-115.1398296,603488,Nevada
Shreveport,-0.1,32.5251516,-93.7501789,200327,Louisiana
Orland Park,13.9,41.6303103,-87.85394250000002,58590,Illinois
Joplin,11.2,37.08422710000001,-94.51328099999999,50789,Missouri
Newark,3.1,40.0581205,-82.4012642,47777,Ohio
Eastvale,0,33.952463,-117.5848025,55191,California
Bradenton,3.4,27.4989278,-82.5748194,51763,Florida
Santa Barbara,0.9,34.4208305,-119.6981901,90412,California
League City,98.3,29.5074538,-95.0949303,90983,Texas
San Luis Obispo,4.4,35.2827524,-120.6596156,46377,California
East Providence,-3.3,41.8137116,-71.3700545,47149,Rhode Island
