rank,state,city,latitude,longitude,population,growth
436,Georgia,Albany,31.5785074,-84.15574099999999,76185,-0.6
437,Illinois,Arlington Heights,42.0883603,-87.98062650000001,75994,-0.6
438,Pennsylvania,Scranton,41.408969,-75.66241219999999,75806,0
439,Illinois,Evanston,42.0450722,-87.68769689999999,75570,1.9
440,Michigan,Kalamazoo,42.2917069,-85.5872286,75548,-1.9
441,Texas,Baytown,29.7355047,-94.97742740000001,75418,13.1
442,California,Upland,34.09751,-117.6483876,75413,9.5
443,Arkansas,Springdale,36.18674420000001,-94.1288141,75229,57.1
444,Pennsylvania,Bethlehem,40.6259316,-75.37045789999999,75018,5.2
445,Illinois,Schaumburg,42.0333607,-88.0834059,74907,-0.5
446,South Carolina,Mount Pleasant,32.8323225,-79.82842579999999,74885,53.2
447,Washington,Auburn,47.30732279999999,-122.2284532,74860,34.9
448,Illinois,Decatur,39.8403147,-88.9548001,74710,-8.7
449,California,San Ramon,37.7799273,-121.9780153,74513,65.8
450,California,Pleasanton,37.6624312,-121.8746789,74110,15.2
451,Michigan,Wyoming,42.9133602,-85.7053085,74100,6.5
452,Louisiana,Lake Charles,30.2265949,-93.2173758,74024,3
453,Minnesota,Plymouth,45.0105194,-93.4555093,73987,12
454,Illinois,Bolingbrook,41.69864159999999,-88.0683955,73936,29.7
455,Texas,Pharr,26.1947962,-98.1836216,73790,55.7
456,Wisconsin,Appleton,44.2619309,-88.41538469999999,73596,4.5
457,North Carolina,Gastonia,35.262082,-81.18730049999999,73209,8.2
458,California,Folsom,38.6779591,-121.1760583,73098,38.6
459,Michigan,Southfield,42.4733688,-83.2218731,73006,-6.7
460,Michigan,Rochester Hills,42.65836609999999,-83.1499322,72952,5.7
461,Connecticut,New Britain,41.6612104,-72.7795419,72939,1.9
462,Arizona,Goodyear,33.4353394,-112.3576567,72864,271
463,Ohio,Canton,40.79894729999999,-81.378447,72535,-10.3
464,Georgia,Warner Robins,32.6130007,-83.624201,72531,45.7
465,California,Union City,37.5933918,-122.0438298,72528,7.4
466,California,Perris,33.7825194,-117.2286478,72326,98.7
467,California,Manteca,37.7974273,-121.2160526,71948,42.7
468,Iowa,Iowa City,41.6611277,-91.5301683,71591,13.8
469,Arkansas,Jonesboro,35.84229670000001,-90.704279,71551,28.3
470,Delaware,Wilmington,39.7390721,-75.5397878,71525,-1.6
471,California,Lynwood,33.930293,-118.2114603,71371,2
472,Colorado,Loveland,40.3977612,-105.0749801,71334,37.4
473,Rhode Island,Pawtucket,41.878711,-71.38255579999999,71172,-2.5
474,Florida,Boynton Beach,26.5317866,-80.0905465,71097,17.3
475,Wisconsin,Waukesha,43.0116784,-88.2314813,71016,8
476,Mississippi,Gulfport,30.3674198,-89.0928155,71012,-0.6
477,California,Apple Valley,34.5008311,-117.1858759,70924,29.9
478,New Jersey,Passaic,40.8567662,-74.1284764,70868,4.3
479,South Dakota,Rapid City,44.0805434,-103.2310149,70812,17.9
480,Utah,Layton,41.0602216,-111.9710529,70790,20.2
481,Indiana,Lafayette,40.4167022,-86.87528689999999,70373,14.5
482,California,Turlock,37.4946568,-120.8465941,70365,23.5
483,Indiana,Muncie,40.1933767,-85.3863599,70316,-0.7
484,Texas,Temple,31.0982344,-97.342782,70190,27.1
485,Texas,Missouri City,29.6185669,-95.5377215,70185,31.1
486,California,Redlands,34.0555693,-117.1825381,69999,9.4
487,New Mexico,Santa Fe,35.6869752,-105.937799,69976,10.5
488,Florida,Lauderhill,26.1403635,-80.2133808,69813,4.2
489,California,Milpitas,37.4323341,-121.8995741,69783,11
490,Illinois,Palatine,42.1103041,-88.03424000000001,69350,4.5
491,Montana,Missoula,46.87871759999999,-113.996586,69122,19.7
492,South Carolina,Rock Hill,34.9248667,-81.02507840000001,69103,36
493,North Carolina,Jacksonville,34.7540524,-77.4302414,69079,5
494,Tennessee,Franklin,35.9250637,-86.8688899,68886,48.5
495,Arizona,Flagstaff,35.1982836,-111.651302,68667,29.3
496,Texas,Flower Mound,33.0145673,-97.0969552,68609,32.5
497,Florida,Weston,26.1003654,-80.3997748,68388,34.5
498,Iowa,Waterloo,42.492786,-92.34257749999999,68366,-0.5
499,New Jersey,Union City,40.6975898,-74.26316349999999,68247,1.7
500,New York,Mount Vernon,40.9125992,-73.8370786,68224,-0.2
501,Florida,Fort Myers,26.640628,-81.8723084,68190,31.2
502,Alabama,Dothan,31.2232313,-85.3904888,68001,16.6
503,California,Rancho Cordova,38.5890723,-121.302728,67911,26.4
504,California,Redondo Beach,33.8491816,-118.3884078,67815,6.7
505,Tennessee,Jackson,35.6145169,-88.81394689999999,67685,12.9
506,Washington,Pasco,46.2395793,-119.1005657,67599,98.5
507,Missouri,St. Charles,38.7881062,-90.4974359,67569,11.3
508,Wisconsin,Eau Claire,44.811349,-91.4984941,67545,8.7
509,Texas,North Richland Hills,32.8342952,-97.2289029,67317,20.2
510,North Dakota,Bismarck,46.8083268,-100.7837392,67034,20.1
511,California,Yorba Linda,33.8886259,-117.8131125,67032,13.4
512,Louisiana,Kenner,29.9940924,-90.2417434,66975,-4.8
513,California,Walnut Creek,37.9100783,-122.0651819,66900,3.5
514,Maryland,Frederick,39.41426879999999,-77.4105409,66893,25.9
515,Wisconsin,Oshkosh,44.0247062,-88.5426136,66778,5.3
516,California,Pittsburg,38.0279762,-121.8846806,66695,16.6
517,California,Palo Alto,37.4418834,-122.1430195,66642,13.7
518,Louisiana,Bossier City,32.5159852,-93.7321228,66333,17.4
519,Maine,Portland,43.66147100000001,-70.2553259,66318,3.2
520,Minnesota,St. Cloud,45.5579451,-94.16324039999999,66297,10.9
521,California,Davis,38.5449065,-121.7405167,66205,11.9
522,California,South San Francisco,37.654656,-122.4077498,66174,9.1
523,California,Camarillo,34.2163937,-119.0376023,66086,14.9
524,Arkansas,North Little Rock,34.769536,-92.2670941,66075,9
525,New York,Schenectady,42.8142432,-73.9395687,65902,6.7
526,Maryland,Gaithersburg,39.1434406,-77.2013705,65690,24.2
527,Texas,Harlingen,26.1906306,-97.69610259999999,65665,11.6
528,Minnesota,Woodbury,44.9238552,-92.9593797,65656,39.8
529,Minnesota,Eagan,44.8041322,-93.1668858,65453,2.6
530,California,Yuba City,39.1404477,-121.6169108,65416,27.9
531,Minnesota,Maple Grove,45.0724642,-93.4557877,65415,27.3
532,Ohio,Youngstown,41.0997803,-80.6495194,65184,-20.2
533,Illinois,Skokie,42.0324025,-87.7416246,65176,2.8
534,Florida,Kissimmee,28.2919557,-81.40757099999999,65173,32.6
535,Tennessee,Johnson City,36.3134397,-82.3534727,65123,16.2
536,Texas,Victoria,28.8052674,-97.0035982,65098,7.5
537,California,San Clemente,33.4269728,-117.6119925,65040,28.6
538,New Jersey,Bayonne,40.6687141,-74.1143091,65028,5.1
539,California,Laguna Niguel,33.5225261,-117.7075526,64652,2.8
540,New Jersey,East Orange,40.767323,-74.2048677,64544,-7.4
541,Kansas,Shawnee,39.02284849999999,-94.7151865,64323,32.2
542,Florida,Homestead,25.4687224,-80.4775569,64079,100.7
544,Maryland,Rockville,39.0839973,-77.1527578,64072,34
543,Florida,Delray Beach,26.4614625,-80.0728201,64072,6.1
545,Wisconsin,Janesville,42.6827885,-89.0187222,63820,5.6
546,Arkansas,Conway,35.0886963,-92.4421011,63816,46.1
547,California,Pico Rivera,33.9830688,-118.096735,63771,0.4
548,Ohio,Lorain,41.452819,-82.1823746,63710,-7.2
549,California,Montebello,34.0165053,-118.1137535,63495,2
550,California,Lodi,38.1341477,-121.2722194,63338,10.1
551,Texas,New Braunfels,29.7030024,-98.1244531,63279,64
552,Washington,Marysville,48.0517637,-122.1770818,63269,115.7
553,Florida,Tamarac,26.2128609,-80.2497707,63155,12.9
554,California,Madera,36.9613356,-120.0607176,63105,44.4
555,Texas,Conroe,30.3118769,-95.45605119999999,63032,61.9
556,California,Santa Cruz,36.9741171,-122.0307963,62864,12.5
557,Minnesota,Eden Prairie,44.8546856,-93.47078599999999,62603,13.3
558,Wyoming,Cheyenne,41.1399814,-104.8202462,62448,16.9
559,Florida,Daytona Beach,29.2108147,-81.0228331,62316,-2.3
560,Georgia,Alpharetta,34.0753762,-84.2940899,62298,33.6
561,Ohio,Hamilton,39.3995008,-84.5613355,62258,2.7
562,Massachusetts,Waltham,42.3764852,-71.2356113,62227,5
563,Minnesota,Coon Rapids,45.1732394,-93.30300629999999,62103,0.6
564,Massachusetts,Haverhill,42.7762015,-71.0772796,62088,5
565,Iowa,Council Bluffs,41.2619444,-95.8608333,61969,6.2
566,Michigan,Taylor,42.240872,-83.2696509,61817,-6.3
567,New York,Utica,43.100903,-75.232664,61808,2.2
568,Iowa,Ames,42.034722,-93.61999999999999,61792,21.3
569,California,La Habra,33.9319578,-117.9461734,61653,3.6
570,California,Encinitas,33.0369867,-117.2919818,61588,5.8
571,Kentucky,Bowling Green,36.9685219,-86.4808043,61488,24.1
572,Minnesota,Burnsville,44.7677424,-93.27772259999999,61434,1.9
573,South Carolina,Greenville,34.85261759999999,-82.3940104,61397,8.2
574,Iowa,West Des Moines,41.5772115,-93.711332,61255,29.8
575,Texas,Cedar Park,30.505198,-97.8202888,61238,134.3
576,California,Tulare,36.2077288,-119.3473379,61170,33.3
577,California,Monterey Park,34.0625106,-118.1228476,61085,1.5
578,New Jersey,Vineland,39.4863773,-75.02596369999999,61050,9.3
579,Indiana,Terre Haute,39.4667034,-87.41390919999999,61025,2.5
580,Florida,North Miami,25.8900949,-80.1867138,61007,2
581,Texas,Mansfield,32.5631924,-97.1416768,60872,114.2
582,Wisconsin,West Allis,43.0166806,-88.0070315,60697,-0.6
583,Connecticut,Bristol,41.67176480000001,-72.9492703,60568,0.4
584,Utah,Taylorsville,40.66772479999999,-111.9388258,60519,2.9
585,Massachusetts,Malden,42.4250964,-71.066163,60509,7.4
586,Connecticut,Meriden,41.5381535,-72.80704349999999,60456,3.7
587,Minnesota,Blaine,45.1607987,-93.23494889999999,60407,32.8
588,Florida,Wellington,26.6617635,-80.2683571,60202,55
589,California,Cupertino,37.3229978,-122.0321823,60189,14.3
590,Oregon,Springfield,44.0462362,-123.0220289,60177,12.4
591,Arkansas,Rogers,36.3320196,-94.1185366,60112,50.6
592,Michigan,St. Clair Shores,42.4974085,-82.89636039999999,60070,-4.6
593,California,Gardena,33.8883487,-118.3089624,59957,3.4
594,Michigan,Pontiac,42.6389216,-83.29104679999999,59887,-11.4
595,California,National City,32.6781085,-117.0991967,59834,10.1
596,Colorado,Grand Junction,39.0638705,-108.5506486,59778,30.9
597,California,Rocklin,38.7907339,-121.2357828,59738,60.3
598,North Carolina,Chapel Hill,35.9131996,-79.0558445,59635,24.1
599,Wyoming,Casper,42.866632,-106.313081,59628,19.9
600,Colorado,Broomfield,39.9205411,-105.0866504,59471,50.3
601,California,Petaluma,38.232417,-122.6366524,59440,8.4
602,Utah,South Jordan,40.5621704,-111.929658,59366,100.1
603,Ohio,Springfield,39.9242266,-83.8088171,59357,-9.8
604,Montana,Great Falls,47.4941836,-111.2833449,59351,3.9
605,Pennsylvania,Lancaster,40.0378755,-76.3055144,59325,4.5
606,Florida,North Port,27.044224,-82.2359254,59212,154.6
607,Washington,Lakewood,47.1717649,-122.518458,59097,1.1
608,Georgia,Marietta,33.95260200000001,-84.5499327,59089,-3.8
609,California,San Rafael,37.9735346,-122.5310874,58994,5
610,Michigan,Royal Oak,42.4894801,-83.1446485,58946,-1.7
611,Illinois,Des Plaines,42.0333623,-87.88339909999999,58918,3.2
612,California,Huntington Park,33.9816812,-118.2250725,58879,-4.1
613,California,La Mesa,32.7678287,-117.0230839,58642,6.9
614,Illinois,Orland Park,41.6303103,-87.85394250000002,58590,13.9
615,Alabama,Auburn,32.6098566,-85.48078249999999,58582,26.4
616,Minnesota,Lakeville,44.6496868,-93.24271999999999,58562,34.3
617,Kentucky,Owensboro,37.7719074,-87.1111676,58416,7.7
618,Oklahoma,Moore,35.3395079,-97.48670279999999,58414,41.5
619,Florida,Jupiter,26.9342246,-80.0942087,58298,46.2
620,Idaho,Idaho Falls,43.49165139999999,-112.0339645,58292,14
621,Iowa,Dubuque,42.5005583,-90.66457179999999,58253,0.9
622,Tennessee,Bartlett,35.2045328,-89.8739753,58226,31.7
623,Texas,Rowlett,32.9029017,-96.56388,58043,28.6
624,Michigan,Novi,42.48059,-83.4754913,57960,22
625,New York,White Plains,41.03398620000001,-73.7629097,57866,8.5
626,California,Arcadia,34.1397292,-118.0353449,57639,8.3
627,Washington,Redmond,47.6739881,-122.121512,57530,26
628,California,Lake Elsinore,33.6680772,-117.3272615,57525,96.5
629,Florida,Ocala,29.1871986,-82.14009229999999,57468,20.8
630,Illinois,Tinley Park,41.5731442,-87.7932939,57282,16.3
631,Florida,Port Orange,29.1383165,-80.9956105,57203,22.8
632,Massachusetts,Medford,42.4184296,-71.1061639,57170,2.7
633,Illinois,Oak Lawn,41.719978,-87.7479528,57073,3.3
634,North Carolina,Rocky Mount,35.9382103,-77.7905339,56954,-3.1
635,Indiana,Kokomo,40.486427,-86.13360329999999,56895,21.3
636,Florida,Coconut Creek,26.2517482,-80.17893509999999,56792,28.4
637,Maryland,Bowie,39.0067768,-76.77913649999999,56759,8.6
638,Illinois,Berwyn,41.85058739999999,-87.7936685,56758,5.1
639,Oklahoma,Midwest City,35.4495065,-97.3967019,56756,4.5
640,California,Fountain Valley,33.7091847,-117.9536697,56707,3
641,Arizona,Buckeye,33.3703197,-112.5837766,56683,480.9
642,Michigan,Dearborn Heights,42.3369816,-83.27326269999999,56620,-3
643,California,Woodland,38.67851570000001,-121.7732971,56590,13.8
644,Indiana,Noblesville,40.0455917,-86.0085955,56540,88.1
645,Georgia,Valdosta,30.8327022,-83.2784851,56481,22.3
646,California,Diamond Bar,34.0286226,-117.8103367,56449,0.1
647,Kansas,Manhattan,39.18360819999999,-96.57166939999999,56143,22.8
648,California,Santee,32.8383828,-116.9739167,56105,5.7
649,Massachusetts,Taunton,41.900101,-71.0897674,56069,0
650,Florida,Sanford,28.8028612,-81.269453,56002,42.8
651,Ohio,Kettering,39.68950359999999,-84.1688274,55870,-3.1
652,New Jersey,New Brunswick,40.4862157,-74.4518188,55831,15.5
653,Alabama,Decatur,34.6059253,-86.9833417,55816,3.1
654,Massachusetts,Chicopee,42.1487043,-72.6078672,55717,1.7
655,Indiana,Anderson,40.1053196,-85.6802541,55670,-6.6
656,Florida,Margate,26.2445263,-80.206436,55456,2.7
657,Massachusetts,Weymouth Town,42.2180724,-70.94103559999999,55419,0
658,New York,Hempstead,40.7062128,-73.6187397,55361,4
659,Oregon,Corvallis,44.5645659,-123.2620435,55298,11.8
660,California,Eastvale,33.952463,-117.5848025,55191,0
661,California,Porterville,36.06523,-119.0167679,55174,20.1
662,Connecticut,West Haven,41.2705484,-72.9469711,55046,5.1
663,California,Brentwood,37.931868,-121.6957863,55000,122.3
664,California,Paramount,33.8894598,-118.1597911,54980,-0.7
665,North Dakota,Grand Forks,47.9252568,-97.0328547,54932,11.5
666,Texas,Georgetown,30.6332618,-97.6779842,54898,91.9
667,Missouri,St. Peters,38.7874699,-90.6298922,54842,6.5
668,Washington,Shoreline,47.7556531,-122.3415178,54790,2.9
669,Illinois,Mount Prospect,42.0664167,-87.9372908,54771,-2.5
670,California,Hanford,36.3274502,-119.6456844,54686,30.3
671,Illinois,Normal,40.5142026,-88.9906312,54664,19.7
672,California,Rosemead,34.0805651,-118.072846,54561,1.7
673,Utah,Lehi,40.3916172,-111.8507662,54382,176.3
674,Idaho,Pocatello,42.8713032,-112.4455344,54350,5.4
675,California,Highland,34.1283442,-117.2086513,54291,21
676,California,Novato,38.1074198,-122.5697032,54194,13.3
677,Texas,Port Arthur,29.8849504,-93.93994699999999,54135,-6
678,Nevada,Carson City,39.1637984,-119.7674034,54080,2.9
679,Texas,San Marcos,29.8832749,-97.9413941,54076,48.5
680,Tennessee,Hendersonville,36.3047735,-86.6199957,54068,31.7
681,Ohio,Elyria,41.3683798,-82.10764859999999,53956,-3.7
682,Massachusetts,Revere,42.4084302,-71.0119948,53756,13.4
683,Texas,Pflugerville,30.4393696,-97.62000429999999,53752,123.4
684,Indiana,Greenwood,39.6136578,-86.10665259999999,53665,46
685,Nebraska,Bellevue,41.1543623,-95.9145568,53663,20.5
686,Illinois,Wheaton,41.8661403,-88.1070127,53648,-3.4
687,Georgia,Smyrna,33.8839926,-84.51437609999999,53438,20
688,Florida,Sarasota,27.3364347,-82.53065269999999,53326,1.4
689,Missouri,Blue Springs,39.0169509,-94.2816148,53294,9.9
690,California,Colton,34.0739016,-117.3136547,53243,10.8
691,Texas,Euless,32.8370727,-97.08195409999999,53224,15.1
692,Colorado,Castle Rock,39.3722121,-104.8560902,53063,153.5
693,California,Cathedral City,33.7805388,-116.4668036,52977,23.2
694,Tennessee,Kingsport,36.548434,-82.5618186,52962,16.7
695,Arizona,Lake Havasu City,34.483901,-114.3224548,52844,24.6
696,Florida,Pensacola,30.42130899999999,-87.2169149,52703,-6
697,New Jersey,Hoboken,40.7439905,-74.0323626,52575,35.8
698,California,Yucaipa,34.033625,-117.0430865,52536,26.8
699,California,Watsonville,36.910231,-121.7568946,52477,12.7
700,Washington,Richland,46.2856907,-119.2844621,52413,34.6
701,California,Delano,35.7688425,-119.2470536,52403,31.8
702,Illinois,Hoffman Estates,42.0629915,-88.12271989999999,52398,5.4
703,Missouri,Florissant,38.789217,-90.322614,52363,-2.8
704,California,Placentia,33.8722371,-117.8703363,52206,11.8
705,New Jersey,West New York,40.7878788,-74.0143064,52122,13.3
706,California,Dublin,37.7021521,-121.9357918,52105,70
707,Illinois,Oak Park,41.8850317,-87.7845025,52066,-0.8
708,Massachusetts,Peabody,42.5278731,-70.9286609,52044,7.5
709,New Jersey,Perth Amboy,40.5067723,-74.2654234,51982,9.7
710,Michigan,Battle Creek,42.3211522,-85.17971419999999,51848,-2.8
711,Florida,Bradenton,27.4989278,-82.5748194,51763,3.4
712,California,Gilroy,37.0057816,-121.5682751,51701,23.9
713,Connecticut,Milford,41.2306979,-73.064036,51644,1.8
714,Oregon,Albany,44.6365107,-123.1059282,51583,25.5
715,Iowa,Ankeny,41.7317884,-93.6001278,51567,86.9
716,Wisconsin,La Crosse,43.8013556,-91.23958069999999,51522,-0.8
717,North Carolina,Burlington,36.0956918,-79.43779909999999,51510,12.1
718,Texas,DeSoto,32.5896998,-96.8570738,51483,36
719,Virginia,Harrisonburg,38.4495688,-78.8689155,51395,27.1
720,Minnesota,Minnetonka,44.9211836,-93.4687489,51368,0.4
721,Indiana,Elkhart,41.6819935,-85.9766671,51265,-2.5
722,Ohio,Lakewood,41.4819932,-81.7981908,51143,-9.4
723,California,Glendora,34.1361187,-117.865339,51074,3.1
724,Mississippi,Southaven,34.9889818,-90.0125913,50997,72.8
725,West Virginia,Charleston,38.3498195,-81.6326234,50821,-4.7
726,Missouri,Joplin,37.08422710000001,-94.51328099999999,50789,11.2
727,Oklahoma,Enid,36.3955891,-97.8783911,50725,8.1
728,Florida,Palm Beach Gardens,26.8233946,-80.13865469999999,50699,39.6
729,Georgia,Brookhaven,33.8651033,-84.3365917,50603,0
730,New Jersey,Plainfield,40.6337136,-74.4073736,50588,5.7
731,Nebraska,Grand Island,40.9263957,-98.3420118,50550,16
732,California,Palm Desert,33.7222445,-116.3744556,50508,13.2
733,North Carolina,Huntersville,35.410694,-80.84285040000002,50458,92.9
734,Oregon,Tigard,45.4312294,-122.7714861,50444,17.8
735,Kansas,Lenexa,38.9536174,-94.73357089999999,50344,24.6
736,Michigan,Saginaw,43.4194699,-83.9508068,50303,-18.2
737,Michigan,Kentwood,42.8694731,-85.64474919999999,50233,10.5
738,Florida,Doral,25.8195424,-80.3553302,50213,137.6
739,Minnesota,Apple Valley,44.7319094,-93.21772000000001,50201,9.2
740,Texas,Grapevine,32.9342919,-97.0780654,50195,17.6
741,California,Aliso Viejo,33.5676842,-117.7256083,50175,25.4
742,Washington,Sammamish,47.61626829999999,-122.0355736,50169,44.1
743,Arizona,Casa Grande,32.8795022,-111.7573521,50111,86
744,Florida,Pinellas Park,27.8428025,-82.6995443,49998,5.9
745,New York,Troy,42.7284117,-73.69178509999999,49974,1.5
746,California,West Sacramento,38.5804609,-121.530234,49891,55.6
747,Washington,Burien,47.4703767,-122.3467918,49858,56.7
748,Colorado,Commerce City,39.8083196,-104.9338675,49799,135.4
749,Louisiana,Monroe,32.5093109,-92.1193012,49761,-6.1
750,California,Cerritos,33.8583483,-118.0647871,49707,-3.6
751,Illinois,Downers Grove,41.8089191,-88.01117459999999,49670,0
752,Florida,Coral Gables,25.72149,-80.2683838,49631,16.1
753,North Carolina,Wilson,35.7212689,-77.9155395,49628,10.1
754,New York,Niagara Falls,43.0962143,-79.0377388,49468,-10.8
755,California,Poway,32.9628232,-117.0358646,49417,2.4
756,Minnesota,Edina,44.8896866,-93.3499489,49376,4.1
757,Ohio,Cuyahoga Falls,41.1339449,-81.48455849999999,49267,-0.2
758,California,Rancho Santa Margarita,33.640855,-117.603104,49228,4.6
759,Pennsylvania,Harrisburg,40.2731911,-76.8867008,49188,0.6
760,West Virginia,Huntington,38.4192496,-82.44515400000002,49177,-5
761,California,La Mirada,33.9172357,-118.0120086,49133,4.6
762,California,Cypress,33.8169599,-118.0372852,49087,5.3
763,Idaho,Caldwell,43.66293839999999,-116.6873596,48957,77.1
764,Utah,Logan,41.7369803,-111.8338359,48913,14.5
765,Texas,Galveston,29.3013479,-94.7976958,48733,-15.2
766,Wisconsin,Sheboygan,43.7508284,-87.71453,48725,-3.9
767,Ohio,Middletown,39.5150576,-84.39827629999999,48630,-5.7
768,Utah,Murray,40.6668916,-111.8879909,48612,6.6
769,New Mexico,Roswell,33.3942655,-104.5230242,48611,7.5
770,Colorado,Parker,39.5186002,-104.7613633,48608,96.4
771,Texas,Bedford,32.844017,-97.1430671,48592,2.9
772,Michigan,East Lansing,42.7369792,-84.48386540000001,48554,4.2
773,Massachusetts,Methuen,42.7262016,-71.1908924,48514,10.3
774,California,Covina,34.0900091,-117.8903397,48508,3.3
775,Louisiana,Alexandria,31.3112936,-92.4451371,48426,4.1
776,Washington,Olympia,47.0378741,-122.9006951,48338,12.1
777,Ohio,Euclid,41.5931049,-81.5267873,48139,-8.4
778,Indiana,Mishawaka,41.6619927,-86.15861559999999,47989,2
779,Kansas,Salina,38.8402805,-97.61142369999999,47846,4.5
780,California,Azusa,34.1336186,-117.9075627,47842,6.7
781,Ohio,Newark,40.0581205,-82.4012642,47777,3.1
782,Missouri,Chesterfield,38.6631083,-90.5770675,47749,1.9
783,Virginia,Leesburg,39.1156615,-77.56360149999999,47673,66
784,Georgia,Dunwoody,33.9462125,-84.3346473,47591,0
785,Mississippi,Hattiesburg,31.3271189,-89.29033919999999,47556,3.1
786,Michigan,Roseville,42.4972583,-82.9371409,47555,-1
787,Florida,Bonita Springs,26.339806,-81.7786972,47547,43.8
788,Michigan,Portage,42.2011538,-85.5800022,47523,5.7
789,Minnesota,St. Louis Park,44.9597376,-93.3702186,47411,7.3
790,Tennessee,Collierville,35.042036,-89.6645266,47333,43.4
791,Connecticut,Middletown,41.5623209,-72.6506488,47333,3.6
792,Oklahoma,Stillwater,36.1156071,-97.0583681,47186,20.1
793,Rhode Island,East Providence,41.8137116,-71.3700545,47149,-3.3
794,Indiana,Lawrence,39.8386516,-86.0252612,47135,20.5
795,Wisconsin,Wauwatosa,43.0494572,-88.0075875,47134,0
796,Ohio,Mentor,41.6661573,-81.339552,46979,-6.6
797,California,Ceres,37.5949316,-120.9577098,46714,34
798,Texas,Cedar Hill,32.5884689,-96.9561152,46663,42.4
799,Ohio,Mansfield,40.75839,-82.5154471,46454,-10.1
800,New York,Binghamton,42.09868669999999,-75.91797380000001,46444,-1.7
801,Idaho,Coeur d'Alene,47.6776832,-116.7804664,46402,32.8
802,California,San Luis Obispo,35.2827524,-120.6596156,46377,4.4
803,North Dakota,Minot,48.2329668,-101.2922906,46321,26.6
804,California,Palm Springs,33.8302961,-116.5452921,46281,7.7
805,Arkansas,Pine Bluff,34.2284312,-92.00319549999999,46094,-16.2
806,Texas,Texas City,29.383845,-94.9027002,46081,10.3
807,South Carolina,Summerville,33.0185039,-80.17564809999999,46074,62.9
808,Idaho,Twin Falls,42.5629668,-114.4608711,45981,31.5
809,Indiana,Jeffersonville,38.2775702,-85.7371847,45929,53.3
810,California,San Jacinto,33.7839084,-116.958635,45851,91.8
811,Alabama,Madison,34.6992579,-86.74833180000002,45799,53.7
812,Pennsylvania,Altoona,40.5186809,-78.3947359,45796,-7.3
813,Indiana,Columbus,39.2014404,-85.9213796,45775,16.4
814,Ohio,Beavercreek,39.7092262,-84.06326849999999,45712,19
815,Florida,Apopka,28.6934076,-81.5322149,45587,63.9
816,Illinois,Elmhurst,41.8994744,-87.9403418,45556,5.7
817,Arizona,Maricopa,33.0581063,-112.0476423,45508,503.4
818,New Mexico,Farmington,36.72805830000001,-108.2186856,45426,18.1
819,Illinois,Glenview,42.0697509,-87.7878408,45417,5.2
820,Ohio,Cleveland Heights,41.5200518,-81.556235,45394,-10.3
821,Utah,Draper,40.5246711,-111.8638226,45285,77.4
822,California,Lincoln,38.891565,-121.2930079,45237,285.2
823,Arizona,Sierra Vista,31.5455001,-110.2772856,45129,19.3
824,Washington,Lacey,47.03426289999999,-122.8231915,44919,41.7
825,Mississippi,Biloxi,30.3960318,-88.88530779999999,44820,-11.5
826,Ohio,Strongsville,41.3144966,-81.83569,44730,1.9
827,Massachusetts,Barnstable Town,41.7003208,-70.3002024,44641,-7.1
828,Texas,Wylie,33.0151201,-96.5388789,44575,185.2
829,New Jersey,Sayreville,40.45940210000001,-74.360846,44412,9.6
830,North Carolina,Kannapolis,35.4873613,-80.6217341,44359,18.6
831,Virginia,Charlottesville,38.0293059,-78.47667810000002,44349,10.5
832,Colorado,Littleton,39.613321,-105.0166498,44275,9.4
833,Florida,Titusville,28.6122187,-80.8075537,44206,7.8
834,New Jersey,Hackensack,40.8859325,-74.0434736,44113,2.9
835,California,Newark,37.5296593,-122.0402399,44096,3.3
836,Massachusetts,Pittsfield,42.4500845,-73.2453824,44057,-3.6
837,Pennsylvania,York,39.9625984,-76.727745,43935,6.4
838,Illinois,Lombard,41.8800296,-88.00784349999999,43907,2.9
839,Massachusetts,Attleboro,41.94454409999999,-71.2856082,43886,4.6
840,Illinois,DeKalb,41.9294736,-88.75036469999999,43849,11.8
841,Virginia,Blacksburg,37.2295733,-80.4139393,43609,9.4
842,Ohio,Dublin,40.0992294,-83.1140771,43607,37.6
843,Texas,Haltom City,32.7995738,-97.26918169999999,43580,11.4
844,California,Lompoc,34.6391501,-120.4579409,43509,5.5
845,California,El Centro,32.792,-115.5630514,43363,13.7
846,California,Danville,37.8215929,-121.9999606,43341,3.7
847,Missouri,Jefferson City,38.57670170000001,-92.1735164,43330,6.7
848,Florida,Cutler Bay,25.5808323,-80.34685929999999,43328,42.9
849,Florida,Oakland Park,26.1723065,-80.1319893,43286,2.7
850,Florida,North Miami Beach,25.9331488,-80.1625463,43250,3.6
851,New York,Freeport,40.6576022,-73.58318349999999,43167,-1.4
852,Illinois,Moline,41.5067003,-90.51513419999999,43116,-1.9
853,California,Coachella,33.6803003,-116.173894,43092,88.4
854,Florida,Fort Pierce,27.4467056,-80.3256056,43074,6.9
855,Tennessee,Smyrna,35.9828412,-86.5186045,43060,54.9
856,Utah,Bountiful,40.8893895,-111.880771,43023,3.9
857,Wisconsin,Fond du Lac,43.7730448,-88.4470508,42970,1.7
858,Massachusetts,Everett,42.40843,-71.0536625,42935,12.1
859,Virginia,Danville,36.5859718,-79.39502279999999,42907,-11
860,Texas,Keller,32.9341893,-97.229298,42907,53.3
861,Illinois,Belleville,38.5200504,-89.9839935,42895,1.2
